cluster,metric,url,article_text
2,0.062545684,https://www.cnn.com/2019/04/29/politics/stacey-abrams-senate-2020/index.html,run accord video post twitter morn singular platform address access health care nation said video today candid unit state grate run commit help elect democrat seat next year pic twitter met democrat leader chuck inform plan democrat speak anonym said vote right project whether seek time rise star democrat former state minor leader rose nation last year close fought bid would first woman ever elect governor lost race red state
1,0.084102316,https://www.cnn.com/2019/04/30/investing/oil-prices-venezuela-guaido/index.html,new york deepen chao could profound global oil market oil price depict violent one lead oil supplier crude price retreat tri whether back opposit leader success bid oust maduro know happen ground said croft global head strategi market would say final chapter croft former analyst said unclear support senior junior coup tend success rate lower said come time oil market crude price deep cut trump crackdown two nation unit state price climb cent gallon begin year accord oil export plummet led mass human suffer mark food well widespread power even though oil nation planet product follow year recent blackout sanction state oil oil product million barrel barrel march accord field level data shipment unit state long lead custom vanish sanction export barrel oil per day million accord global tanker track could take year oil may rebound take unit state reiter support statement depart said path sanction relief support seek word could lift oil sanction pave way barrel reach market maduro oust would actual bearish oil said strategist would like swift even three four month oil output would like rebound barrel accord senior analyst decad make need understand said croft come power road back even maduro oust could linger support fight back remain unclear success maduro prevail unit state could even sanction push oil product lower would bullish driver oil price momentum around lag said goujon vice global consult firm goujon said key thing watch whether align move oil oil export termin drill belt make shrink oil output somewhat hope could act trump prevent price spike ramp product signal kingdom rush pump oil told russia ria news could even extend cut agreement end oil like respond higher price output shale oil catapult unit state beyond russia world lead oil petroleum gain driven basin west shale heart bid control gulf coast sole high shale oil light churn jet fuel diesel dose crude kind typic found barrel barrel said croft
1,0.035782316,https://www.cnn.com/2019/04/30/investing/cannabis-stocks-yolo-etf/index.html,new york stock market fad solid long term bet long care accord dan new recent made market debut ticker recent told buy stock like invest alcohol post prohibit ton growth said though investor need look bad bet home run lot launch trade fund holiday marijuana user price soar fund mean pick stock index growth brand think investor need patient burgeon buy establish soar big invest corona parent green organ hold new brunswick base last week list also fund portfolio lesser known base real firm lea build grower medic marijuana fund also own discus outlook stock correspond alison market live show school professor also show talk market also preview latest interest rate explain back trump pick moor join central bank moor pick blast fed chairman member board rais rate end last year even suggest trump appointe resign moor also face comment woman written woman ban beer vend men game column publish week wall street journal said alway agre moor said moor would help problem market stream live new york stock host correspond program expert
4,-0.016485895,https://www.cbs46.com/news/tent-city-growing-in-midtown-atlanta/article_5fad61f2-6b2a-11e9-baa2-e70341415b78.html,close get subject save problem save descript sent day new match item
4,-0.016485895,https://www.wfsb.com/news/protests-continue-nearly-two-weeks-following-officer-involved-shooting-in/article_a2416850-6a68-11e9-9103-8b043b99a3b0.html,close get subject save problem save descript sent day new match item
4,-0.016485895,https://www.wdrb.com/news/lawsuit-louisville-man-s-suicide-caused-by-appearance-on-the/article_b7d4d406-6b74-11e9-ae7c-df76522438f7.html,close get subject save problem save descript sent day new match item
3,0.045557053,http://baltimore.cbslocal.com/2019/04/29/maryland-zoo-turtle-no-longer-needs-lego-wheelchair/,best check tri best town adopt around add new companion dozen pup adopt shelter around look far find perfect new pal best unit state day mani day come sept top spot offer get know neighborhood brow popular local pizzeria top spot doughnut doughnut life top spot seton hill seton hill offer get know neighborhood brow popular local market spot
4,0.049914105,https://miami.cbslocal.com/2019/04/30/florida-surfer-bitten-shark/,beach surfer back water day year old bitten shark happen night around man waist deep water surf instructor drake said surfer night shark feed night shallow water mouth like think leg foot fish bite let want night said lifeguard say shark bit man right calf treat beach drove unclear type shark bit idea could black tip shark could small bull shark lot feed bait fish said said blame shark happen first shark bite year
3,-0.008922947,https://fox43.com/2019/04/30/lancaster-county-man-killed-after-being-hit-by-mule-dispatch-reports/,state teen kill farm mule personnel scene farm accord dispatch report male victim work mule accord dispatch report around dispatch say occur green road road peach bottom township state say victim year old boy work field mule boy use mule inch foot long pipe field say hook pipe mule say mule spook run toward road boy gave chase attempt stop mule pipe struck guard rail break chain use attach mule pipe struck boy run boy die scene say
4,0.025754105,https://wtkr.com/2019/04/30/virginia-zoo-to-host-mothers-day-brunch/,zoo second annual mother day brunch join zoo may brunch event quaint flora point garden event brunch two drink ticket special visit ambassador live jazz music zoo last year event sold zoo creat second seat year seat noon seat ticket either option adult child zoo member non member ticket adult child ticket child age zoo ticket view brunch menu ticket link
4,0.054634105,https://newyork.cbslocal.com/2019/04/29/construction-worker-deaths-nyc/,construct job new york statist show death rise demand answer build depart protect builder big alway tri best life one second life gone fair fair gabi construct worker widow said lost year old husband father three son work upper east side construct site worker kill crane counterweight near tunnel foreman never first time gone still work brother yale want make sure pay son said two year would done join thousand recent mourn worker die construct past year construct work death new york accord bureau labor statist three month one worker crush crane soho kill fall east side past sever year robust construct market near mani fatal build construct trade council said accord data work site death percent five year ago work site stagger percent span contractor will underbid job take lower look cut corner first thing hire cheap labor claim alway danger profess got get done take risk given time proper equip better work safe specialist said think build much fast come cost worker ask depart build commission hogan think major older lot build construct put contractor need hogan construct site hogan said quarter site last two week inspector hour shift inspect site hogan claim right worker hour train hour check make sure train card hogan catch counterfeit card employ inspector find worker train commission say owner contractor worker employ fine
0,0.022928421,https://philadelphia.cbslocal.com/2019/04/29/catadelphia-asking-volunteers-trapping-spaying-neutering-philadelphia-stray-cat-population/,part infest stray cast neighborhood walk around without see one care turn help problem stray cat one good thing help rodent control grow certain group work slow meant home feral mean wild said russel care control team stray cat roam street group work cat control founder hope join hard lot move part fit said student demand action made rape attic call trap neuter return short trap stray cat spay neuter care control team back way fix cat said hope help trap cat well even lend trap borrow trap log trap pick show use said mother one student sicken lace bake good say cat also treat sick hope lend help hand enough trapper mean never enough take bit help even cat russel said will help trap cat still want help form cash
4,-0.016485895,https://www.wsmv.com/news/uncle-of-accused-westmoreland-killer-i-wish-i-would-ve/article_66156f74-6afa-11e9-ba05-9780f4db16d8.html,close get subject save problem save descript sent day new match item
3,0.018757053,https://fox4kc.com/2019/04/29/man-demolishes-his-childhood-home-to-clear-space-for-urban-core-golf-course/,plea watch video man tore childhood home make way golf heart urban core blight block near street transform center pitch putt golf year make long taken lot block last vacant stand home grew face wreck crew clear space green six tee park sport center partnership big brother big sister first tee greater dream urban core place learn golf felt like neighborhood get come play game golf said neighborhood lot play game golf think golf access well goal make sure come take care golf make beauti make help neighborhood give get scholarship open mani door along sport say goal make nice tour mani say succeed group like ryder help rais money project take upon maintain ground pick trash cut grass week month child adult expect common sight learn basic sport may help transform live
0,-0.028031579,https://fox11online.com/news/local/brown-county-woman-stabbed-with-needle-in-diaper-bag,
4,0.038714105,https://fox59.com/2019/04/29/libby-germans-sister-forms-friendship-with-sister-of-golden-state-killer-victim/,plea watch video two year german brutal murder trail last week brand new sketch killer state also video audio man victim search suspect may never left small town sister get help know person golden state killer murder sister feel like month said time fast whose day never fade away junior high school kill younger sister best friend first year kind denial said would still driveway look bedroom see light want know detail happen sister want chang first want case chang freshman year ball state true crime convent connect last known victim golden state killer said sister rape murder wait year caught work case long know tri get social medium year year said suspect golden state killer arrest day met crime con wow could look knew felt said case garner nation attent admit know much share inform sister case twitter push met start spread word kill could pump inform case twitter hope reach know killer say may live work follow search sister much hope find said twitter page also help get medium attent sever true crime like murder come meet get tip live differ state said state tip far first sergeant holeman campaign bring get said holeman matter age gender whoever might knew work get word lot differ want killer street said remind day could come sister deepen give answer need know said passion career hope crime like sister murder want reflect back know look similar sketch last week person chang appear murder tip call tip line
0,0.008848421,https://chicago.cbslocal.com/2019/04/30/students-project-a-can-of-ravioli-causes-suspicious-device-response-on-state-street/,hunt watch best option help get couch world theater event theater fan mark calendar come stage perform week music one event check hunt gospel concert option help get day ahead get know debut spot restaur read debut recent event come keep week puppet second hit food drink event worth seek love eat drink week offer great world food
0,0.045088421,https://minnesota.cbslocal.com/2019/04/29/maple-grove-familys-dog-eli-dies-after-being-shot-by-pellet-gun/,year old dog shot kill weekend grove neighborhood look answer ask help brent return home even dog miss expect happen next went start holler name find made way said found lie ground right bleed found took bunch towel wrap around put around put wound bleed said thought came street right got hit car rush pet mind race doctor found shock whole came back said dog ever shot said said look ray said ray show shot pellet gun neighbor may last see dog night neighbor said saw stand pop yelp ran sac back home doctor tri say dog still wait come home even last night sat door know think left hope older pellet gun like one use grove inform happen call grove
0,0.040368421,https://wgno.com/2019/04/30/the-hiltons-the-blues-whales-mural-is-getting-restored/,plea watch video new orlean live around new orlean familiar blue whale mural seen along side miss paint foot long foot high may blue whale approach birthday renown environment artist time give paint accord account refresh paint new detail ton life size blue whale clear protect coat top mural work team local artist blue whale mural mammoth whale wall found world cover five first one china said know water connect world goal project last three decad convey public health ocean waterway mention thousand plant face extinct click inform environment artist click inform
2,0.019985684,https://wqad.com/2019/04/29/illinois-state-police-help-deliver-baby-during-routine-traffic-stop/,state help traffic stop state help traffic stop northbound near street trooper trooper traffic stop northbound near street around pull front trooper car jump told trooper sister labor later trooper trooper success smother mother transport local area afternoon trooper visit never thought would get side road career state state trooper high stress first respond train state enough use train put good use led success trooper one year veteran state trooper current sergeant unit state also year veteran unit state unit state corp trooper year veteran state
0,0.017888421,https://whotv.com/2019/04/29/church-goers-vote-to-deny-same-sex-couple-from-marrying-in-childhood-church/,plea watch video lake mill man hope get church lake mill live grew lake mill hope partner church like church goer vote allow sex evangel church even though allow gay total vote favor let church vote vote need two third say partner like
4,-0.016485895,https://www.wnem.com/news/arraigned-davison-high-school-teacher-accused-of-recording-naked-minor/article_5bdca964-6ae6-11e9-b1b4-1b59be057ed0.html,close get subject save problem save descript sent day new match item
2,0.035265684,https://www.wcpo.com/sports/high-school-sports/mason-lacrosse-standout-brenden-malloy-is-a-story-of-perseverance,mason usual difficult time get bed day mason game walk hunch sore mason senior said order play comet spring discomfort board team game chronic bleed blood clot well chronic joint pain system affect blood flow symptom light headed heart rate name said mother spleen like spleen past five six year whole life accord blood platelet spleen remain way result spleen remain penicillin least next five year polyp doctor want develop use doctor visit keep good use humor worst hope best get said winter almost two week sit couch difficult enjoy fish hunt kayak dan mason senior play third grade know would take six week three month play senior season pain month kept think sport play third grade made goal preseason march got big heart said love put time effort four month later one mason top player season goal five assist ground ball better percent comet join area high school sport group would probabl said actual come back major play strong almost percent spring play three game week could bare walk yet youth level game much life day take break said practic game alway love outdoor mason coach jeff said alway smile face work well outlook life world say said went ahead kept kept without even know whether would work mason senior center recent game west mason senior well team captain known third grade knew friend want treat differ difficult path know close big well said remark know brought lot hope well team kind behind see year plan start fall may road content focus next level coach know succeed say lot kind getter said work need work want love one thing good cope skill great think probabl biggest thing get lot stay posit
0,0.021168421,https://sanfrancisco.cbslocal.com/2019/04/29/full-house-victorian-san-francisco-for-sale/,san san home made popular late full fuller hit market week whop price tag open credit look like tanner home foot four bedroom three half bath home gut modern seismic think buyer home home cheap flip put lot time care thought said partner real broker think also bit icon also read list agent owner full show creator jeff franklin angel never live home bought million say main reason want shoot fuller site brought cast blast think fan enjoy stuff shot said franklin fuller come end love san live want landlord back market home secret garden slab hand print mani cast member fuller say token show written offer full time tourist attract full first debut live across street year bother old said mani year nice alway nice full sell ask price record lower height neighborhood
4,0.051434105,https://www.thedenverchannel.com/news/local-news/man-goes-from-the-streets-of-denver-to-police-intern,homeless man found job sever leader work help chang life homeless six year recent call home homeless camp street center right pull actual sweep sidewalk brother keeper said impress mani work homeless girl tug heart said say differ contact councilman brook got touch organ brother keeper meet own brook said around make sure avail also employ avail given home live rent free next day job well never approach given job said see take grant told skeptic creat posit liaison homeless liaison homeless see way outreach said think better person speak said save find home huge said took month homeless
4,-0.016485895,https://www.azfamily.com/news/tempe-mom-attacked-by-bees-after-wind-blows-beehive-off/article_b9086c04-6ad7-11e9-b6e5-57d8aadcca22.html,close get subject save problem save descript sent day new match item
1,0.066022316,http://denver.cbslocal.com/2019/04/29/titanium-ankle-dee-dee-carlson/,resort back ski slope new thank new metal implant dee dee bone custom print titanium bone three month dee dee ski problem year hope final answer one two three said trainer foot center help dee dee gait center clinic motion perform lab want walk normal said year old year limp along pain bone bone told health specialist walsh year play soccer run trail taken toll dee dee seven year later hurt bone connect left foot fall apart die lack blood bone explain bone lost therefor foot posit said hunt surgeon medic director center hunt offer dee dee sort use scan dee dee right bone new jersey creat custom print made cobalt chrome titanium creat said hunt titanium mesh bottom bone actual fuse said three month dee dee back slope hunt dee dee plea minim pain excel hunt person care offer surgeon medic center first time done colorado
0,0.037728421,https://sacramento.cbslocal.com/2019/04/29/caught-on-camera-french-bulldog-puppy-stolen/,south woman make plea return stolen brazen theft happen broad daylight front wit plea give back plea right thing heart said happen street five month old fell wrong hand plead man took bulldog morn dog start wander neighborhood read list stolen dog breed neighbor camera show dog follow postal worker man pull car ask dog postal worker want camera told man offer help learn dog stray brief chat postal worker say told man could take dog around corner aunt would wait look man took arm aunt call like later said hot tire wait never came said postal worker fell hand thief fact even tri tell lot well like intent said think cruel ask said neighbor smith like daughter member feel like child kidnap said read also dog theme rais money front street shelter said devast wake moment find put side work right serious tri find cost search hour dog sold said said said cost pale cost pilfer pup young son best friend three half ask time know make difficult said say pain see take away member plead thief heart would give back turn shelter would mean world said offer reward dog
0,-0.028031579,https://www.kptv.com/news/celebrity-chef-volunteers-host-dinner-for-portland-area-families-in/article_8536481c-6b0c-11e9-971c-9725f9fde728.html,owner
3,-0.001322947,https://www.kivitv.com/news/boise-fire-department-training-turns-into-a-real-life-rescue,fire depart train turn real life along river morn noon three dive team crew train water near broadway boat lost power one member make water current local minor said fire depart char second crew member special team third crew member remain abut safe assist boat said fire depart work corp bureau take step lower water level current run cubic foot per second level would make safe boat third crew member
2,0.010385684,https://www.turnto23.com/news/state/new-bill-aims-to-remove-animal-dissection-from-schools,new bill look prohibit student dissect school current student moral object dissect right refrain student refrain would altern assign bill kindergarten grade student would prohibit dissect bill would public school would dissect view act use fix
4,0.030954105,https://www.ktnv.com/news/las-vegas-family-escapes-lightning-caused-fire-with-the-help-of-two-mystery-men,wild weather day strike caught palm tree fire foot home two good jump fire extinguish bought second fire broke around home near room get rain could see actual light russel said father older sister mother young home time struck look saw orang glow palm tree run run said pair tri use garden hose put flame spread total palm tree appear amount dead palm frond roof water hose front yard water hose spray tri save within said flame control two men show word two guy came help seem much help lot explain two men fought flame back fire extinguish gave mere moment home want thank two gentleman came saw said video action news show palm tree fire around time wit say struck time nice cell strike could strike object ground said action news meteorologist dan said hard predict strike get strike see happen said fast power almost get happen strike said bolt travel mile away actual storm exceed said one hurt fix
2,0.028465684,https://bleacherreport.com/articles/2833793-things-are-changing-fast-for-cale-makar-the-nhl-playoffs-biggest-x-factor?utm_source=cnn.com&utm_campaign=editorial&utm_medium=referral,score game colorado first round flame kind moment network would script could shot came debut cup first team grew love game winner even sign good fast grown got say chang level end day got fun three day accept baker award given hockey best player follow night play championship game team lost fact minuteman first place program reach tournament record play chang join team select fourth draft thought even know say carvel coach carvel goal fact score shock carvel say shock carvel took job name mean director follow recruit close first thing mouth need call carvel say carvel went see play season knew star watch spin around warm warm call assist coach said come team year carvel say time regard season went went first round top got draft would went look back draft lead way place player could probabl play school want parent like differ carvel say rush rush get one parent right turn team think right time place sign colorado one year knew still get better think right way play effect mani commit dad rest rel big carvel would keep grow sure enough high school reach pound think still grow carvel say chang program though win column lose record freshman year freshman name year new hockey writer made call led minuteman best season ever think stay loyal type person carvel say would question accept call blue chip recruit freshman year draft think comfort coach develop good hand carvel say good enough tell team first round pick sign need year carvel said life process growth look young born good know give air bore like veteran quarterback pilot physic impress skate physic mind think level carvel say first exhibit game sport team puck player line connect big hit one counter hit jump shoulder went carvel time breakaway hot pursuit breakaway stop hit shoulder chest kept breakaway carvel say effect physic carvel felt brought program fact first round pick will last place team carvel said market hell turn program around ton class difficult best player know impact next level guess know shock right word perform like game carvel said pop screen like game level much overnight success one year make ascent may look sudden other long time come even part plan debut say guy like put
3,0.053877053,https://bleacherreport.com/articles/2833734-matt-millers-scouting-notebook-behind-the-scenes-of-the-2019-nfl-draft?utm_source=cnn.com&utm_campaign=editorial&utm_medium=referral,press draft big must see rival good season bachelor term best program year million fan watch see player draft team draft learn player part team told phone tablet follow biggest play see machin lead pick stage trade base dozen coach day lead draft day follow scout notebook look behind scene draft week discus develop giant talk want control draft process limit draft plan giant leak giant instead leak medium member plan first round team own pick report love state other would point add defend two first round pick end wrong kept love duke rel quiet week draft select round talk draft aftermath mani giant think select way top pick said one plug team run mock draft run scenario one team want press get quarterback pick instead miss premium rusher class giant left dexter board player close lineman team done smart move draft rusher tri trade back quarterback still think would said mani medium report top least second quarterback mani draft board draft quarter team poll find team giant rank top two passer cardin misplay hand world knew cardin plan draft quarterback trade josh opt play somehow fail shop exist quarterback draft new one team interest two make call cardin point report cardin market team would interest said get call draft think could play said one knew take draft first hide could shop week least lee press talk cardin make week one scout call bull point team tell would listen scout pick soon hire cardin connect matter tri say social medium knew misplay hand shop clock wind draft mani quarterback team fill hole draft pick cardin left dolphin trade partner gone friction san hug smile draft room draft nick draft word san point friction breakup head coach kyle lynch accord team scout coach staff two lock step far vision coach want scheme develop player bother player process find trust make lynch former medium analyst hall fame play day scout background press sign lynch six year contract hire season four year left team stuck neutral ever power could come lynch chief peter out look personnel man run draft free team draft lose one fire last mike mani front staff hot seat led lot safe draft accord jeff press great draft lot premium player said one predict draft led lot safe select team also afraid swing miss draft high end talent quarterback point late select wide higher bust rate posit team play safe draft miller cover draft bleacher report
